model,conflict_type_idx,sample_id,non_thinking_behavior_judge_model,non_thinking_constraint_judge_model,non_thinking_behavior_label,non_thinking_constraint_label,non_thinking_behavior_label_name,non_thinking_constraint_label_name,thinking_behavior_judge_model,thinking_constraint_judge_model,thinking_behavior_label,thinking_constraint_label,thinking_behavior_label_name,thinking_constraint_label_name,constraint_switched,behavior_switched
google/gemma-4-E4B-it,2,18,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,19,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,20,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,21,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,22,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,2.0,self_resolves_conflict_and_answers,org_constraint,False,True
google/gemma-4-E4B-it,2,23,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,2,24,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,25,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,26,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,27,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,28,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,29,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,True,True
google/gemma-4-E4B-it,2,30,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,31,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,2.0,self_resolves_conflict_and_answers,org_constraint,False,True
google/gemma-4-E4B-it,2,32,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,33,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,34,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,35,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,36,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,37,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,38,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,True,True
google/gemma-4-E4B-it,2,39,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,40,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,41,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,42,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,43,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,44,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,2.0,-1.0,asks_for_clarification_without_answering,neither,True,True
google/gemma-4-E4B-it,2,45,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,46,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,47,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,48,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,49,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,2,50,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,4.0,1.0,other,new_constraint,False,True
google/gemma-4-E4B-it,2,51,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,52,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,53,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,54,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,55,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,56,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,57,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,58,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,59,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,60,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,61,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,62,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,63,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,64,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,65,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,66,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,False,False
google/gemma-4-E4B-it,2,67,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,68,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,69,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,70,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,71,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,72,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,73,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,74,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,75,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,76,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,77,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,78,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,79,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,2,80,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,81,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,2,82,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,83,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,84,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,85,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,86,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,87,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,88,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,89,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,90,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,2.0,-1.0,asks_for_clarification_without_answering,neither,True,True
google/gemma-4-E4B-it,2,91,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,2.0,self_resolves_conflict_and_answers,org_constraint,False,True
google/gemma-4-E4B-it,2,92,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,93,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,2,94,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,95,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,96,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,97,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,False,False
google/gemma-4-E4B-it,2,98,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,99,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,2,100,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,3,1,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,3,2,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,3,3,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,True
google/gemma-4-E4B-it,3,4,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,3,5,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,3,6,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,3,7,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,3.0,1.0,self_resolves_conflict_and_answers,new_constraint,False,True
google/gemma-4-E4B-it,3,8,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,-1.0,direct_answer_without_acknowledging_conflict,neither,True,False
google/gemma-4-E4B-it,3,9,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,3,10,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,2.0,-1.0,asks_for_clarification_without_answering,neither,True,True
google/gemma-4-E4B-it,3,11,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,1.0,direct_answer_without_acknowledging_conflict,new_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,True,False
google/gemma-4-E4B-it,3,12,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,3,13,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
google/gemma-4-E4B-it,3,14,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,gpt-4o-2024-11-20,gpt-4o-2024-11-20,1.0,2.0,direct_answer_without_acknowledging_conflict,org_constraint,False,False
